,review_rating,review_text,verified_purchase,total words,total characters
311,1,The recommended amount does not refresh fabric similar amount to normal one needs to be used. Lucky if you get 10-12 washes from it.,True,27,144
312,4,Smell nice but justv2 hours:D,True,5,29
313,1,"Not happy with this product, Â£11 for 5lts itÂs not concentrated itÂs says 45 washes not what was stated",True,20,110
314,5,I have very dry skin this keeps me moisturised for so much longer than any other product,False,18,92
315,5,"I like this fabric softener. Have tried others, but I return to this one.",False,14,73
316,5,Gave one jar away as gift still have two huge jars of Marmite to survive Brexit with,True,19,90
317,5,Smells Divine. Lovely fresh Fragrance lasts thought dryer cycle into clothing storage I like this one !,True,21,119
318,5,"Good price, good washing pods",True,5,29
319,5,"I found this cream very absorbing non greasy for my oily skin . I felt comfort when applying it .I think it doing well in my skin.I loved it. As compared to expensive one,it is very cheap but good quality product for skin.",False,44,226
320,5,I have been through 5 bottles now this stuff is amazing for your hair i can2019t recommend this enough,False,19,102
321,4,"Bought these as treat for my children I. We all loved them, they were very tasty also filling. A treat for summer time or indoors in winter. Got them at local supermarket, will be back for more. [This review was collected as part of promotion.]",False,50,258
322,1,what happened to your lovely cream eyemake up remover,False,9,53
323,5,"I was very sceptical about using this soap , but it\u2019s little miracle ! From first use on my face I could see huge difference . Skin feels plump moisturised , has lovely glow . Now my daily staple ! Love it ! Thank you x",False,51,238
324,4,I tried Simple hydrating cleansing wipes during evening to remove my makeup cleanoses skin. I found wipes very soft easy to use wipes are nothe too wet or rough with just enough product on them to remove stubborn make up feel gentle at same time. Ideal for when you need tone take off makeup in hurry handy for traveling. I would recommend for anyone that has sensitive or dry skin. [This review was collected as part of promotion.],False,90,476
325,5,Recently true these soon wipes they are fantastic. Give your skin perfect clean work to moisturize refresh your skin every time I used them. Well worth trying as these are so good for skin revive all of it [This review was collected as part of promotion.],False,53,279
326,4,Please please do this in magnum tub incased in chocolate they are amazeballs love love love them. The flavours go so well together just delicious,False,26,147
327,4,The shower gel is very mild yet gives you nice shower experience where you feel clean. The shower gel is gentle on my skin without being irritating. I keep it in family bathroom it has been used by all members of household which means i am not cluttering up on too many products. Also little goes long way. [This review was collected as part of promotion.],False,73,376
328,5,"My skin is quite sensitive to body wash often breaks out when I use gel wash. However with this body wash I don't have any issues, it's really great! And just little goes long way, really recommend if you have sensitive skin! [This review was collected as part of promotion.]",False,55,287
329,5,"Tried this product for first time today. Packaging is good, easy to open, etc! Good squeeze, releases shower gel! Smell is lovely when using shower puff, shower gel frothed up easily well! Skin felt soft, moisturised clean after using. Would recommend [This review was collected as part of promotion.]",False,56,325
330,5,"No artifical perfume or colour, no harsh chemicals that can upset your skin. Just lovely. Thank you Simply for another brilliant product. Brilliant for those who has sensitive skin. And recommend to everyone else as good quality product. [This review was collected as part of promotion.]",False,48,291
331,5,"I love all simple products-. This shower gel makes my skin feel clean, soft refreshed without all nasty chemicals no strong perfumed scent! Great for every day use, especially when you have sensitive dry quite skin. I prefer to use with soft sponge to gently exfoliate too. If you suffer from dry skin i would give this go, its super affordable easy to use. [This review was collected as part of promotion.]",False,80,433
332,5,I\u2019ve been using this shower gel while I really like it. It is pretty much unscented leaves me feeling very clean. I particularly like using this for my sensitive skin havent had any issues since using it. Good value for money good size [This review was collected as part of promotion.],False,58,312
333,5,Love it very nice to apply to your sponge to have shower for good does not make your skin warm nice does not make your skin dry very good will recommend to everyone who need bath shower [This review was collected as part of promotion.],False,53,261
334,5,I got this couple of days ago used when I was showering ..it's refreshing leave my body soft smooth .I love freshness of smell of cucumbers it make me feel relaxed would highly recommend best [This review was collected as part of promotion.],False,51,269
335,2,"This product leaves lovely fragrance to your laundry. However, I hate absolute arrogance of Unilever/Comfort to design large, heavy bottle without incorporating handle! When trying to pour it out holding it with one hand with lid in other it is most likely going to spill out all over your hand floor. So, I won't be buying it again.",False,66,359
336,5,"After pouring capful of this white gold into one's washing machine, you can expect spring-fresh clothes in no time. It doesn't matter if you cold wash cardigan, thirty-degree that tie or boil your bikini - It'll clean them. Anyway, why are you looking at reviews for small bottle when you could double down on your dedication buy next size up? Get your Ylang Ylang on hit town.",False,75,403
337,3,"Sainsbury's Cheddar Cheese Sauce Mix 40g is scrummy, has very good, delicate, flavour, perfect for all my Cheese Sauce requirements, very easy to make. So - PLEASE, SAINSBURY'S, BRING BACK YOUR OWN VERSION, AS ABOVE",False,36,217
338,4,"I really enjoyed how luxurious this shower gel by simple felt on my skin, fresh scent that kept me feeling really clean confident no nasty chemicals to worry about. My children could use this too [This review was collected as part of promotion.]",False,46,255
339,5,Perfect for sensitive skin! The shower gel is both cleansing refreshing without irritating my skin like various other gels. It also has lovely fresh smell contains great ingredients such as chamomile oil. I would definitely recommend!! [This review was collected as part of promotion.],False,48,297
340,5,"Love this shower gel, it does exactly what it aims to do! Lathers well smells divine; left me feeling extremely fresh hydrated afterwards. You don't need to use lot either which means it is long lasting cost effective! [This review was collected as part of promotion.]",False,51,284
341,4,"Great shower wash, even though it had cucumber extracts there wasn't strong smell of anything which is great. Both my husband me were happy to use it. I have sensitive skin which it didn't irritate. I would like to see more eco friendly ingredients glass bottle or refillable option [This review was collected as part of promotion.]",False,62,346
342,5,"When I got this, I was little concerned because I detest cucumber, I'm very wary of it being in products. I shouldn't have worried, because it's really not that strong at all!The gel is clear, smell is fresh not overpowering, I am going to guess that's due to natural additions, rather than artificial flavourings etc. It lathered up well smell it left wasn't lingering. Great stuff! [This review was collected as part of promotion.]",False,83,465
